source,target,verb,sentence,sentiment,source_file
United States,United States,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
United States,Washington,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
United States,United States,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
United States,Washington,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
United States,United States,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
United States,Washington,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
United States,Washington,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
France,Afghanistan,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
France,Islamic Republic of Iran,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
France,Pakistan,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
France,Yemen,meet,"Description
Keywords: National Security Agency, NSA, Top Secret, ORCON, NOFORN,
COMINT, SIGINT, intelligence, intercept, espionage, United States,
USA, France, Afghanistan, Nicolas Sarkozy, Barack Obama, Pernod
Ricard, European Aeronautic Defence and Space Corporation, EADS,
bilateral intelligence cooperation, Middle East Peace Process, Iran,
Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate
change
Restraint: TOP SECRET//SIGINT/NOFORN
Title: Global SIGINT Highlights (Executive Version): Sensitive Issues on the
Agenda When French, U.S. Presidents Meet Next Week in Washington
Date: March 24, 2010
Organization: National Security Agency (NSA)
Author: Summary Services Office
Link: https://wikileaks.org/nsa-france/
Pages: 1

Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next 
Week in Washington (TS//SI//NF)
(TS//SI//NF) French President Sarkozy intends to raise a number of 
sensitive topics with the U.S. President when the two leaders meet in 
Washington on 31 March, according to an exchange last week between 
the French ambassador in Washington Pierre Vimont, and Sarkozy's 
diplomatic advisor, Jean­David Levitte. ",positive,89.pdf.txt
